node,in_degree,out_degree,degree_ratio,degree_balance,in_amount_sum,out_amount_sum,flow_passthrough,pagerank,clustering_coefficient,cycle_participation,reciprocity,fan_in_concentration,txn_velocity,burst_ratio,amount_cv,counterparty_amount_cv,repeat_ratio,community_internal_ratio,louvain_community,split,ring_id,ring_type,rings_attributed,ring_types_attributed,is_mule
UPI_00098,0,81,81.0,0.0,0.0,13062651.55,0.0,0.24082620613995356,0.000462962962962963,0.0,0.0,1.0,0.11367605736286845,0.049689440993788817,0.4193381274849496,0.42528892663313567,1.9878295598203775,0.10567514677103718,27,train,-1,organic,,,0
UPI_00099,3,8,2.6666666666666665,0.375,227154.3,87430.24,0.3848935968626136,0.6358093810818749,0.0,0.3333333333333333,0.1,0.5120689621556782,0.02464399376455616,0.0625,1.708734523898949,1.563238808104171,3.200282123636285,0.12642986152919927,6,train,-1,organic,,,0
UPI_00100,3,8,2.6666666666666665,0.375,98192.32,65420.96,0.6662533256552058,0.3016514272222358,0.018867924528301886,0.0,0.2222222222222222,0.9369564445030193,0.025607304088316747,0.05555555555555555,2.3406451137878364,1.8492236610495223,4.000352654545356,0.12321792260692464,7,train,-1,organic,,,0
UPI_00101,2,6,3.0,0.3333333333333333,241256.56,140672.91,0.5830842991504269,0.2619315737268059,0.0,0.0,0.14285714285714285,0.9816396865680586,0.014770186041594966,0.058823529411764705,1.6224754368236216,1.4859575713127153,2.42878554025968,0.1234676007005254,25,train,-1,organic,,,0
UPI_00102,2,4,2.0,0.5,106076.94,43364.64,0.4088036694338016,0.8200055176484998,0.0,0.0,0.0,0.521378504115572,0.015540580454312057,0.05263157894736842,1.1505046766685514,1.121849365010191,3.1669458515150732,0.1281767955801105,9,train,-1,organic,,,0
UPI_00103,1,3,3.0,0.3333333333333333,180015.87,21521.03,0.11955072222222221,0.24322241648606138,0.0,0.0,0.0,1.0,0.00734488853564912,0.1111111111111111,1.6162359921473823,1.5454830189500326,2.2501983681817626,0.11764705882352941,18,train,-1,organic,,,0
UPI_00104,1,3,3.0,0.3333333333333333,84837.42,175112.47,0.484473894274506,1.0816497906583895,0.0,0.75,0.0,1.0,0.017263289136116237,0.08695652173913043,0.5629417319230194,0.540517264302214,5.7505069409089495,0.11512415349887133,11,train,-1,organic,,,0
UPI_00105,1,9,9.0,0.1111111111111111,349530.81,189099.66,0.5410099856938483,0.24435855070188842,0.0,0.0,0.0,1.0,0.018499423968256885,0.038461538461538464,1.7524553585835927,1.7227491424411685,2.6002292254544814,0.11778115501519756,19,train,-1,organic,,,0
UPI_00106,2,4,2.0,0.5,228597.53,44711.41,0.19559008857306875,0.2720161770237868,0.0,0.0,0.2,0.9777027969857133,0.015400344796608501,0.1,2.4330353028086344,1.8059926892393934,4.000352654545356,0.1234676007005254,25,train,-1,organic,,,0
UPI_00107,1,6,6.0,0.16666666666666666,204017.99,245331.22,0.8316022215030402,0.24348693321257983,0.0,0.0,0.0,1.0,0.014959705755515931,0.1111111111111111,1.4028862451509088,1.4000475960090142,2.571655277922015,0.1330166270783848,1,train,-1,organic,,,0
UPI_00108,5,7,1.4,0.7142857142857143,370294.23,143483.79,0.3874858853169188,2.191720265413297,0.0,0.8,0.09090909090909091,0.3753845750410515,0.03492632122756317,0.041666666666666664,1.7897217431232662,1.6680235935175902,4.364021077685843,0.110055423594616,17,train,-1,organic,,,0
UPI_00109,1,5,5.0,0.2,75006.61,30717.49,0.40953039999999996,0.24312818349492235,0.0,0.0,0.0,1.0,0.02012119426474102,0.10714285714285714,2.5115767013039245,1.862644758449855,4.667078096969583,0.110055423594616,17,train,-1,organic,,,0
UPI_00110,2,6,3.0,0.3333333333333333,75968.9,73609.86,0.9689473185347449,0.26644767589962115,0.07142857142857142,0.0,0.0,0.9749872441913872,0.011265609029385636,0.0625,1.2539050150020883,1.5844641462145233,2.000176327272678,0.12013536379018612,23,train,-1,organic,,,0
UPI_00111,3,5,1.6666666666666667,0.6,148459.28,56350.38,0.3795679094222628,0.3136370490637141,0.0,0.0,0.14285714285714285,0.7052307081113928,0.016431589814406025,0.09090909090909091,1.8124573039495742,1.6543598632947312,3.143134228571351,0.1,3,train,-1,organic,,,0
UPI_00112,1,7,7.0,0.14285714285714285,75006.61,67890.02,0.9051205333333332,0.24285468123492607,0.017857142857142856,0.0,0.0,1.0,0.023189467380724353,0.07142857142857142,1.8627198224235222,1.464065282601911,3.5003085727271865,0.1,3,train,-1,organic,,,0
UPI_00113,3,8,2.6666666666666665,0.375,136865.36,178194.28,0.7680681801408553,0.6832298131358471,0.0,0.25,0.1,0.876925582086667,0.015532871635721212,0.045454545454545456,1.9115479800842723,1.6701270823499157,2.200193959999946,0.11512415349887133,11,train,-1,organic,,,0
UPI_00114,1,6,6.0,0.16666666666666666,227020.01,94010.11,0.41410493392070485,0.243732248474595,0.0,0.0,0.0,1.0,0.013390852734753465,0.058823529411764705,1.886968013440057,1.6738783280956353,2.42878554025968,0.12321792260692464,7,train,-1,organic,,,0
UPI_00115,38,10,0.2631578947368421,0.2631578947368421,3627462.0,187054.85,0.051566315477974266,11.813446394713383,0.006211180124223602,0.32432432432432434,0.02127659574468085,0.033078500540987876,0.09177484167524695,0.047619047619047616,0.9080704424670604,0.6554867959230987,2.6810874174080577,0.11626248216833096,29,train,15,layered_fanin,15,layered_fanin,1
UPI_00116,2,5,2.5,0.4,249187.47,88364.29,0.3546096871356588,0.27740201979890167,0.0,0.0,0.16666666666666666,0.9291366659584974,0.018944637271972233,0.08695652173913043,2.2465120460408445,1.6873490380292773,3.8336712939393,0.110055423594616,17,train,-1,organic,,,0
UPI_00117,4,11,2.75,0.36363636363636365,113719.76,119311.89,0.9531301275081752,0.2971378677072678,0.00980392156862745,0.0,0.25,0.7807171861356408,0.02700415751508409,0.05555555555555555,2.0601732335372036,1.6131566190604765,3.000264490909017,0.110055423594616,17,train,-1,organic,,,0
UPI_00118,3,6,2.0,0.5,164199.9,39306.56,0.23938233979606716,0.5273451039781301,0.029411764705882353,0.0,0.2857142857142857,0.8284307411566302,0.016249680443468553,0.045454545454545456,2.2422513677180302,1.994517091695987,3.143134228571351,0.12642986152919927,6,train,-1,organic,,,0
UPI_00119,6,7,1.1666666666666667,0.8571428571428571,5319355.48,4016474.86,0.7550679530850304,10.744623843159196,0.00641025641025641,0.9,0.0,0.27037462424439873,0.043012764706203986,0.03389830508474576,0.6220329741363981,0.8137236381604377,4.538861665734154,0.3680672268907563,31,train,-1,organic,,,0
UPI_00120,1,1,1.0,1.0,14822.07,178.5,0.012042567317735392,0.24837456280535092,0.0,0.0,0.0,1.0,0.005407963225850064,0.5,0.9762014608740177,0.9762014608740177,1.000088163636339,0.145478374836173,30,train,-1,organic,,,0
UPI_00121,3,7,2.3333333333333335,0.42857142857142855,203090.52,232856.97,0.8721685488749098,0.38015328838335377,0.023255813953488372,0.0,0.25,0.5451714895139583,0.02678912557104955,0.02857142857142857,1.5749811237225897,1.231480160819616,4.375385715908983,0.12321792260692464,7,train,-1,organic,,,0
UPI_00122,4,7,1.75,0.5714285714285714,149507.54,100345.82,0.6711756216087349,0.4127767327949731,0.0,0.0,0.375,0.49058040663799163,0.02461456784239437,0.029411764705882353,1.5189864562646926,1.545465594074528,4.250374695454441,0.12611377655928718,32,train,-1,organic,,,0
UPI_00123,2,2,1.0,1.0,375561.6,263279.83,0.7010296875211784,1.6671471250493557,0.0,1.0,0.0,0.533001241078749,0.030143986550390394,0.04878048780487805,0.38349562659034625,0.3131687232005153,10.250903677272476,0.11778115501519756,19,train,-1,organic,,,0
UPI_00124,2,6,3.0,0.3333333333333333,94571.5,36719.93,0.3882768934540681,0.3058755076300179,0.0,0.0,0.14285714285714285,0.6975320063417689,0.020046659885926795,0.038461538461538464,1.9245190261757943,1.7791009965140887,3.714613179220688,0.145478374836173,30,train,-1,organic,,,0
UPI_00125,5,5,1.0,1.0,416328.02,26922.95,0.064667646685499,1.261351261103905,0.0,0.3333333333333333,0.1111111111111111,0.2784409070000401,0.02902247924725599,0.024390243902439025,1.454143949782328,1.6035694630506814,4.555957189898877,0.12260967379077616,20,train,-1,organic,,,0
UPI_00126,2,7,3.5,0.2857142857142857,277877.21,151433.46,0.5449653883167093,0.2698163001964506,0.0,0.0,0.125,0.8735047339300333,0.020875023394422768,0.034482758620689655,2.1975516429464546,1.7929123324595315,3.625319593181729,0.10567514677103718,27,train,-1,organic,,,0
UPI_00127,4,8,2.0,0.5,235515.92,204465.53,0.8681601354354798,0.3493983245687061,0.0,0.0,0.3333333333333333,0.8147066400157816,0.027063572688344563,0.05263157894736842,2.0684573634926378,1.7790176655354983,4.222594468686765,0.11626248216833096,29,train,-1,organic,,,0
UPI_00128,1,4,4.0,0.25,185016.31,72878.78,0.39390464864864866,0.2434528213270333,0.0,0.0,0.0,1.0,0.010423817686375755,0.09090909090909091,1.4431841155651421,1.5074961331231997,2.200193959999946,0.11376146788990826,15,train,-1,organic,,,0
UPI_00129,1,8,8.0,0.125,69006.08,85476.98,0.8073060967756428,0.2431153232862354,0.0,0.0,0.0,1.0,0.029632865658720933,0.04878048780487805,1.9607388839523054,1.604636826273495,4.555957189898877,0.12167606768734891,26,train,-1,organic,,,0
UPI_00130,3,5,1.6666666666666667,0.6,81716.57,55213.54,0.6756712235083933,0.3998135960903688,0.0,0.0,0.14285714285714285,0.6739768775901281,0.014306848860064168,0.05263157894736842,1.2966424254061495,1.2833776857313677,2.714525015584349,0.16923076923076924,16,train,-1,organic,,,0
UPI_00131,2,7,3.5,0.2857142857142857,269175.89,133350.09,0.4954013001418974,0.30005409312298453,0.0,0.25,0.125,0.9343051676542831,0.022512898014487467,0.07407407407407407,2.2763512387849825,1.8053670220974045,3.3752975522726443,0.11778115501519756,19,train,-1,organic,,,0
UPI_00132,2,8,4.0,0.25,227115.53,127620.64,0.5619194760829925,0.27322894630216893,0.0,0.0,0.1111111111111111,0.8835677479452038,0.024056484625901615,0.06666666666666667,2.2160712284938926,1.9181677779652457,3.3336272121211303,0.12167606768734891,26,train,-1,organic,,,0
UPI_00133,1,3,3.0,0.3333333333333333,223519.7,60461.18,0.27049597315436247,0.24425988185937628,0.0,0.0,0.0,1.0,0.008803428609390446,0.08333333333333333,1.2865448240697293,1.3901457581485814,3.000264490909017,0.11376146788990826,15,train,-1,organic,,,0
UPI_00134,2,6,3.0,0.3333333333333333,83825.47,84954.8,0.9867067008949431,0.2637816116305614,0.0,0.0,0.14285714285714285,0.8916433232165979,0.019717280321374816,0.038461538461538464,1.561990680662216,1.4093401263402692,3.714613179220688,0.12547528517110265,28,train,-1,organic,,,0
UPI_00135,7,5,0.7142857142857143,0.7142857142857143,4528063.1,3249594.79,0.7176566939182182,8.825241339595765,0.007575757575757576,1.0,0.0,0.1678543830780229,0.0402539372156281,0.03508771929824561,0.5240291172074971,0.5121994328055764,4.7504187772726105,0.3680672268907563,31,train,-1,organic,,,0
UPI_00136,2,2,1.0,1.0,653935.43,624572.7,0.955098428333197,3.158009203243593,0.08333333333333333,1.0,0.0,0.5116732365382467,0.011959992652030658,0.058823529411764705,0.29441737569272103,0.267176321223734,4.250374695454441,0.3680672268907563,31,train,-1,organic,,,0
UPI_00137,2,7,3.5,0.2857142857142857,72481.51,143848.27,0.5038747364264992,0.2587655929925887,0.06944444444444445,0.0,0.0,0.9601215922647446,0.016366750780468762,0.09090909090909091,1.4228696458048904,1.2467259714433494,2.4446599555554958,0.11778115501519756,19,train,-1,organic,,,0
UPI_00138,3,10,3.3333333333333335,0.3,106713.74,117608.32,0.9073655620697468,0.32376536720906135,0.013157894736842105,0.0,0.18181818181818182,0.6299032187496684,0.033756896428450034,0.041666666666666664,1.7582543335217866,1.578731148338742,4.364021077685843,0.12013536379018612,23,train,-1,organic,,,0
UPI_00139,10,22,2.2,0.45454545454545453,469098.42,292720.2,0.6240059232024793,0.5344238974989691,0.06720977596741344,0.42857142857142855,0.18518518518518517,0.38838750752368306,0.04764969996066175,0.029411764705882353,2.8708601477454025,1.9635565131056056,2.5187405602692983,0.11402027027027027,0,train,-1,organic,,,0
UPI_00140,4,11,2.75,0.36363636363636365,140546.12,197652.27,0.7110776768368534,1.338772956645052,0.029411764705882353,0.18181818181818182,0.25,0.6403240155465576,0.03416782264284734,0.022222222222222223,1.6962506209266344,1.3758652235272266,3.7503306136362715,0.11626248216833096,29,train,-1,organic,,,0
UPI_00141,2,3,1.5,0.6666666666666666,260637.47,39493.79,0.1515276836679342,0.7330473231571485,0.0,0.0,0.0,0.5817588342346983,0.014943898115823511,0.05263157894736842,1.7024638289509582,1.2685062646994287,3.8003350218180882,0.1407942238267148,2,train,-1,organic,,,0
UPI_00142,2,7,3.5,0.2857142857142857,120005.18,66656.47,0.5554465784293626,0.24951640174858059,0.013888888888888888,0.0,0.0,0.9835599926548522,0.019371409712490018,0.037037037037037035,2.2008298936260235,1.9909342779561239,3.000264490909017,0.10888252148997135,12,train,-1,organic,,,0
UPI_00143,3,3,1.0,1.0,238967.64,24410.14,0.10214831709030181,0.749971263653612,0.0,0.4,0.0,0.4489453616469431,0.013997427756640028,0.1111111111111111,1.2740755882167536,1.2176952091667894,3.000264490909017,0.12611377655928718,32,train,-1,organic,,,0
UPI_00144,1,5,5.0,0.2,122010.76,74319.1,0.609119262295082,0.2422792273072743,0.0,0.0,0.0,1.0,0.009894207559861673,0.08333333333333333,2.0680689087177098,1.6724705924344776,2.000176327272678,0.12642986152919927,6,train,-1,organic,,,0
UPI_00145,0,85,85.0,0.0,0.0,13446685.4,0.0,0.24082620613995356,0.0,0.0,0.0,1.0,0.12070597702429571,0.04678362573099415,0.45311523658263997,0.4545739169703577,2.011942070374282,0.11764705882352941,18,train,-1,organic,,,0
UPI_00146,5,2,0.4,0.4,4267415.08,2397627.66,0.5618454313216852,6.804257578931675,0.023809523809523808,0.5714285714285714,0.0,0.23349229240178254,0.02558638425300196,0.027777777777777776,0.3304738919374846,0.31749409209543994,5.14331055584403,0.12661498708010335,14,train,-1,organic,,,0
UPI_00147,1,5,5.0,0.2,114010.05,41312.33,0.3623569298245614,0.24312818349492235,0.0,0.0,0.0,1.0,0.009602545741571043,0.16666666666666666,1.5592231113381498,1.4669231773394873,2.000176327272678,0.12167606768734891,26,train,-1,organic,,,0
UPI_00148,1,3,3.0,0.3333333333333333,194408.67,343017.12,0.566760833533924,1.372793343335989,0.0,1.0,0.0,1.0,0.018709754538414763,0.07692307692307693,0.7750160878077863,0.6406719715404575,6.500573063636203,0.1234676007005254,25,train,-1,organic,,,0
UPI_00149,2,4,2.0,0.5,227594.08,40054.46,0.17599078313069302,1.4459132284264644,0.0,0.0,0.0,0.6693054868820458,0.015113045580945473,0.05,1.928567919918771,1.6875216769416095,3.3336272121211303,0.12547528517110265,28,train,-1,organic,,,0
UPI_00150,2,6,3.0,0.3333333333333333,271218.33,207957.63,0.7667536079835271,0.2975395214803803,0.0,0.5,0.14285714285714285,0.8021152934664317,0.015530288479217044,0.047619047619047616,1.508486923283722,1.354042858854842,3.000264490909017,0.11376146788990826,15,train,-1,organic,,,0
UPI_00151,2,6,3.0,0.3333333333333333,83757.69,31410.36,0.3750146118862127,0.28452916843674025,0.0,0.0,0.14285714285714285,0.7336379766894946,0.020351906264934574,0.03571428571428571,1.6967649545866745,1.5277397177712797,4.000352654545356,0.11402027027027027,0,train,-1,organic,,,0
UPI_00152,2,7,3.5,0.2857142857142857,287318.64,50543.21,0.17591342450682196,1.1819307760634419,0.0,0.4444444444444444,0.0,0.5891235903759897,0.02545812344950501,0.027777777777777776,1.4386163190331782,1.3968149481721273,4.000352654545356,0.11764705882352941,18,train,-1,organic,,,0
UPI_00153,1,4,4.0,0.25,414036.5,63718.15,0.153895,0.2446437710702434,0.0,0.0,0.0,1.0,0.010173756635315306,0.07692307692307693,1.5233527509630238,1.584956132177416,2.6002292254544814,0.1234676007005254,25,train,-1,organic,,,0
UPI_00154,4,7,1.75,0.5714285714285714,229814.49,70248.95,0.3056767787424428,0.3241023026464048,0.009433962264150943,0.4,0.2222222222222222,0.720848837049607,0.014982410531128434,0.047619047619047616,1.8917998065988508,1.7985307323367266,2.3335390484847913,0.11512415349887133,11,train,-1,organic,,,0
UPI_00155,3,5,1.6666666666666667,0.6,276875.97,66053.72,0.23856791704550986,0.6693466413491126,0.0,0.0,0.14285714285714285,0.520561833991217,0.01667264524147548,0.045454545454545456,0.9547426262915508,1.1050499776887273,3.143134228571351,0.110055423594616,17,train,-1,organic,,,0
UPI_00156,3,7,2.3333333333333335,0.42857142857142855,148747.57,257601.88,0.5774320182800496,0.44450620006734054,0.023255813953488372,0.5714285714285714,0.25,0.6830438671209741,0.02312236832219969,0.06060606060606061,1.6678254159250108,1.1594642758096063,4.125363674999899,0.12814645308924486,4,train,-1,organic,,,0
UPI_00157,3,10,3.3333333333333335,0.3,129846.42,189498.04,0.6852124692179434,0.3935980431934373,0.0,0.18181818181818182,0.18181818181818182,0.3922047004296715,0.04349215893413314,0.03278688524590164,1.2168623391921747,1.1876299323411224,5.545943452892426,0.12436224489795919,8,train,-1,organic,,,0
UPI_00158,3,8,2.6666666666666665,0.375,74926.33,45917.19,0.6128311744891732,0.3375230356190321,0.018518518518518517,0.0,0.1,0.4985771772551513,0.0258312541432654,0.05555555555555555,1.8467482254591658,1.3830830184004645,3.6003173890908204,0.145478374836173,30,train,-1,organic,,,0
UPI_00159,2,8,4.0,0.25,68311.66,92397.71,0.739322061929941,0.26615208437123394,0.022222222222222223,0.0,0.0,0.9910908561834497,0.02318534654872065,0.06060606060606061,1.745480208390875,1.5557736415004477,3.3002909399999187,0.10567514677103718,27,train,-1,organic,,,0
UPI_00160,159,1,0.006289308176100629,0.006289308176100629,3408464.66,116220.95,0.03409774114813918,8.760372071415144,0.0007468553459119497,0.16129032258064516,0.0,0.2705773534314771,0.2820215353417227,0.009925558312655087,4.08490242199836,4.452871406459735,2.518972062159029,0.10630407911001236,13,train,-1,organic,,,0
UPI_00161,2,7,3.5,0.2857142857142857,280992.15,74201.41,0.2640693378711792,0.31037596516714,0.014285714285714285,0.0,0.125,0.9931376426786405,0.03341693066729485,0.044444444444444446,3.6409494617550897,2.202083578354872,5.625495920454407,0.12611377655928718,32,train,-1,organic,,,0
UPI_00162,15,21,1.4,0.7142857142857143,485058.69,344006.64,0.7092062110207389,0.9145814715840531,0.0568,0.2727272727272727,0.16129032258064516,0.39060317759200286,0.06385481955750716,0.02197802197802198,3.0165847402577737,2.6514237163775687,2.935742673900221,0.145478374836173,30,train,-1,organic,,,0
UPI_00163,2,6,3.0,0.3333333333333333,115629.74,58119.84,0.5026374864804438,0.3113031412858844,0.0,0.0,0.14285714285714285,0.9557133752812708,0.015079273897058822,0.047619047619047616,2.0629958436438662,1.4608330776091751,3.000264490909017,0.13686313686313686,22,train,-1,organic,,,0
UPI_00164,2,7,3.5,0.2857142857142857,226491.08,41748.55,0.18432757273102074,0.27553122912878997,0.0,0.0,0.125,0.9870927998684349,0.021333812867313492,0.06896551724137931,3.0550361406932844,2.2441892667571657,3.625319593181729,0.12642986152919927,6,train,-1,organic,,,0
UPI_00165,3,9,3.0,0.3333333333333333,134195.08,120612.16,0.8987822995791205,0.33813727665459375,0.0,0.0,0.2,0.6928672701950368,0.028321388861544717,0.02564102564102564,1.8509192386011626,1.528608564155343,3.900343838181722,0.12167606768734891,26,train,-1,organic,,,0
UPI_00166,3,6,2.0,0.5,72691.94,74176.61,0.9799846487943181,0.5470144563051321,0.0,0.25,0.125,0.6575854496825153,0.017724623164664506,0.04,1.3038696669124286,1.2606134164637326,3.1252755113635593,0.1281767955801105,9,train,-1,organic,,,0
UPI_00167,1,5,5.0,0.2,120010.58,63484.18,0.5289881666666667,0.24435855070188842,0.0,0.0,0.0,1.0,0.010962850958417094,0.06666666666666667,1.1969934225354106,1.2485809134323071,2.5002204090908475,0.13686313686313686,22,train,-1,organic,,,0
UPI_00168,2,4,2.0,0.5,291711.39,97941.06,0.3357464561080426,0.6100345462942689,0.0,0.0,0.0,0.8982318301082783,0.014650660740011577,0.058823529411764705,1.8937264056107228,1.5902385925003968,2.833583130302961,0.12260967379077616,20,train,-1,organic,,,0
UPI_00169,1,4,4.0,0.25,130011.46,92928.03,0.714768,0.2435397953398505,0.0,0.0,0.0,1.0,0.01089545254541518,0.15384615384615385,1.2851316949582001,1.2544041351183273,2.6002292254544814,0.13169845594913715,24,train,-1,organic,,,0
UPI_00170,2,2,1.0,1.0,85400.85,124515.0,0.6858679743834777,3.9816973170578422,0.0,1.0,0.0,0.5337433819224086,0.024342506442158268,0.06060606060606061,0.6722876732507961,0.632508074764717,8.250727349999798,0.10888252148997135,12,train,-1,organic,,,0
UPI_00171,2,5,2.5,0.4,125610.45,40743.93,0.32436736550769596,0.3085488139074392,0.0,0.0,0.16666666666666666,0.9294430714233359,0.013056053384751617,0.05555555555555555,2.0218077160648247,1.6415724698801624,3.000264490909017,0.12642986152919927,6,train,-1,organic,,,0
UPI_00172,5,6,1.2,0.8333333333333334,193617.34,90531.25,0.4675782218692153,0.33750218466913884,0.009433962264150943,0.42857142857142855,0.2222222222222222,0.5249328130295923,0.0193496538346929,0.04,1.519234007975932,1.6148122464942287,2.778022676767608,0.11512415349887133,11,train,-1,organic,,,0
UPI_00173,2,7,3.5,0.2857142857142857,68129.6,91749.68,0.7425595087244509,0.3298000649241074,0.02857142857142857,0.25,0.125,0.7074135493924778,0.02126648231495787,0.03571428571428571,1.2770179890022968,1.401214856196942,3.5003085727271865,0.13090257023311416,5,train,-1,organic,,,0
UPI_00174,3,9,3.0,0.3333333333333333,85155.35,77880.3,0.9145672984775656,0.27493231682300934,0.023076923076923078,0.0,0.09090909090909091,0.9733705549963548,0.024513976371250554,0.030303030303030304,2.0068254625666015,1.7425521642550308,3.000264490909017,0.12013536379018612,23,train,-1,organic,,,0
UPI_00175,1,4,4.0,0.25,236020.81,64971.03,0.27527669491525425,0.2446823537116759,0.0,0.0,0.0,1.0,0.012103265057470336,0.06666666666666667,1.9468921448800682,1.5672068879478869,3.000264490909017,0.12260967379077616,20,train,-1,organic,,,0
UPI_00176,2,2,1.0,1.0,1562405.19,1111991.26,0.7117175935528836,2.6419532061015696,0.0,0.6666666666666666,0.0,0.5063078085215957,0.01359496350328694,0.05263157894736842,0.2661128775988406,0.5712147380703425,4.7504187772726105,0.3680672268907563,31,train,-1,organic,,,0
UPI_00177,3,8,2.6666666666666665,0.375,407632.01,170996.7,0.41948792587720485,1.1836002335268874,0.0,0.18181818181818182,0.0,0.3887459869790088,0.030458279482778794,0.024390243902439025,1.2303585118812617,1.3770275801940335,3.7276013371899905,0.12395709177592372,21,train,-1,organic,,,0
UPI_00178,3,6,2.0,0.5,248554.05,137311.75,0.5524422314152205,0.3349709677151812,0.0,0.2857142857142857,0.2857142857142857,0.8124766949766657,0.01854102717290538,0.04,1.9645604027885182,1.6418025156002596,3.571743441558354,0.1234676007005254,25,train,-1,organic,,,0
UPI_00179,1,5,5.0,0.2,399035.18,149912.72,0.375687969924812,0.24708084999399985,0.0,0.4,0.0,1.0,0.01485022487483382,0.047619047619047616,1.7462667048976208,1.5907154266939103,3.5003085727271865,0.1407942238267148,2,train,-1,organic,,,0
UPI_00180,4,6,1.5,0.6666666666666666,979010.51,888046.27,0.9070855332823522,0.6836414412579644,0.023255813953488372,0.2857142857142857,0.25,0.7314021314312916,0.041826556424256985,0.08,0.6683177886140873,1.1666498218252992,6.250551022727119,0.1407942238267148,2,train,2,fast_cycle,2,fast_cycle,1
UPI_00181,2,9,4.5,0.2222222222222222,138346.45,131700.22,0.9519595472560123,0.2785355659977843,0.037037037037037035,0.2222222222222222,0.1,0.8375746363020524,0.029180798951153962,0.05128205128205128,1.9773029678929288,1.5982903576575178,3.900343838181722,0.110055423594616,17,train,-1,organic,,,0
UPI_00182,36,4,0.1111111111111111,0.1111111111111111,706619.57,1267856.95,0.5573338326555499,3.2170470465319196,0.016666666666666666,0.25806451612903225,0.0,0.07698859056525283,0.16082781455015716,0.013100436681222707,2.494974565547067,2.247409323155366,5.72550473681804,0.12611377655928718,32,train,-1,organic,,,0
UPI_00183,131,0,0.0,0.0,1743777.65,0.0,0.0,6.079651231044722,0.0008807985907222549,0.0,0.0,0.24168085118463134,0.22844075752169807,0.009202453987730062,3.954602179191214,3.5948205538782685,2.488769017904172,0.11512415349887133,11,train,-1,organic,,,0
UPI_00184,1,3,3.0,0.3333333333333333,47004.14,9137.38,0.19439510638297872,0.2431947146323492,0.0,0.0,0.0,1.0,0.00849537273565869,0.1,1.5989521299695038,1.4707745710950577,2.5002204090908475,0.10630407911001236,13,train,-1,organic,,,0
UPI_00185,0,87,87.0,0.0,0.0,13204664.07,0.0,0.24082620613995356,0.0005346164127238706,0.0,0.0,1.0,0.1256687181967245,0.03932584269662921,0.4407856049986806,0.4446881488993581,2.0461573922674523,0.13169845594913715,24,train,-1,organic,,,0
UPI_00186,2,7,3.5,0.2857142857142857,91147.9,47979.47,0.5263914164450111,0.2832022053622993,0.0,0.0,0.125,0.8555949891218291,0.021509796517324944,0.03333333333333333,2.2440114918223784,1.7399153174947788,3.7503306136362715,0.11764705882352941,18,train,-1,organic,,,0
UPI_00187,4,8,2.0,0.5,164994.71,79282.02,0.48051250526123873,0.3823068831313775,0.046875,0.2222222222222222,0.2,0.629021865797783,0.035688683155747025,0.020833333333333332,2.4689123744235704,2.099013526268649,4.800423185454427,0.13169845594913715,24,train,-1,organic,,,0
UPI_00188,32,5,0.15625,0.15625,386327.83,2765418.7,0.13969957871489583,2.3712248885310054,0.024024024024024024,0.19230769230769232,0.0,0.05482490755093811,0.12446972169129644,0.016853932584269662,2.568804484758874,2.6840830193486562,4.81123494938563,0.11626248216833096,29,train,-1,organic,,,0
UPI_00189,1,5,5.0,0.2,59005.2,41102.93,0.6965984745762711,0.24337124942681343,0.0,0.0,0.0,1.0,0.009408597759577659,0.08333333333333333,1.193263038437538,1.0943642419921689,2.000176327272678,0.10567514677103718,27,train,-1,organic,,,0
UPI_00190,2,4,2.0,0.5,275711.74,75921.87,0.2753668529609783,0.2970042346071149,0.0,0.0,0.2,0.9288253682208596,0.013777053679270616,0.1111111111111111,1.6260007865023338,1.3773458443160205,3.6003173890908204,0.12642986152919927,6,train,-1,organic,,,0
UPI_00191,1,5,5.0,0.2,73006.44,57401.35,0.7862505479452055,0.24306528793877566,0.0,0.0,0.0,1.0,0.011385064818969037,0.06666666666666667,1.309174426685261,1.2763571724300813,2.5002204090908475,0.11402027027027027,0,train,-1,organic,,,0
UPI_00192,3,10,3.3333333333333335,0.3,268462.85,205366.01,0.7649699645185924,0.27886024168684237,0.09615384615384616,0.0,0.0,0.7230194296308152,0.024107441264999425,0.030303030303030304,1.9616930394672105,1.5782109295614732,2.538685338461476,0.12661498708010335,14,train,-1,organic,,,0
UPI_00193,3,6,2.0,0.5,309392.5,169171.22,0.5467851380712693,0.4152137917331779,0.0,0.0,0.125,0.8699601131740445,0.01798442908130141,0.08,1.5536353457887615,1.5237378318063164,3.1252755113635593,0.12321792260692464,7,train,-1,organic,,,0
UPI_00194,3,8,2.6666666666666665,0.375,60171.45,82383.72,0.7303803780837388,2.4060694866485535,0.027777777777777776,0.2222222222222222,0.1,0.6134488320452255,0.03563897716135547,0.0425531914893617,1.5694545263966682,1.4931760790582094,4.700414369090794,0.11402027027027027,0,train,-1,organic,,,0
UPI_00195,4,5,1.25,0.8,351865.85,112471.14,0.3196421172969145,1.0561571061558905,0.0,0.42857142857142855,0.125,0.38200975887541916,0.02445552002445552,0.029411764705882353,1.5385737725850368,1.3935248678854324,4.250374695454441,0.12260967379077616,20,train,-1,organic,,,0
